Word	Prefix	Stem	Tone	POS	Class	Gloss	No	Note	Dialect
abato	aba	to	LHL	"n.., a.."	2	young people	388		
abatondoozi	aba	tondoozi	LLLLLL	n.	2	"peelers, shellers"	389		
abatonganizi	aba	tonganizi	LLHLLL	n.	2	"advocates, pleaders"	390		
abatongi	aba	tongi	LLFL	n.	2	creditors	391		
abatongore	aba	tongore	LLHLL	n.	2	junior officials; assistants of bakœngu (q.v.)	392		
abatoomoore	aba	toomoore	LLHHLLL	n.	2	giants	393		
abatoorane	aba	toorane	LLHHLL	n.	2	chosen people	394		
abatooratoozi	aba	tooratoozi	LLHHLLLL	n.	2	pilferers	395		
Abatooro	aba	tooro	LLLLL	n.	2	the Batooro	396		
abatoozi	aba	toozi	LLHLL	n.	2	trackers; valets; men who make cows suckle	397		
abatoroki	aba	toroki	LLHLL	n.	2	emigrants; refugees	398		
abatsibe	aba	tsibe	LLHL	n.	2	prisoners	399		(A)
abatsigambwa	aba	tsigambwa	LLLHL	n.	2	young sprinters	400		(A)
abatsigazi	aba	tsigazi	LLHLL	n.	2	young men; batchelors	401		(A)
abatsigire	aba	tsigire	LLHLL	n.	2	"deputies; stewards, caretakers"	402		(A)
abatsindiizi	aba	tsindiizi	LLHLLL	n.	2	people who make cows suckle	403		(A)
abatsyara	aba	tsyara	LLFL	n.	2	ladies; the Misses; wives	404		(A)
batu			LL	i.		suddenly	405		(A)
abatungi	aba	tungi	LLFL	n.	2	rich people	406		
abatunzi	aba	tunzi	LLLL	n.	2	"traders, sellers; abatunzi b'‡madœœka: shopkeepers"	407		
abatuuraine	aba	tuuraine	LHLLLLL	n.	2	neighbours	408		
Abatuutsi	aba	tuutsi	LLLLL	n.	2	the Batuutsi	409		
abatwa	ab	atwa	LHL	n.	2	pigmies	410		
abatware	aba	tware	LLFL	n.	2	"deans; rulers, headmen"	411		
abatwazi	aba	twazi	LLFL	n.	2	carriers; drivers	412		
abatweki	aba	tweki	LLFL	n.	2	kindlers; (A) fornicators	413		
batyo	ba	tyo	LL	a.	2	(they are/do) like that	414		
abavugi	aba	vugi	LLHL	n.	2	drivers	415		(G)
abavunuuzi	aba	vunuuzi	LLHLLL	n.	2	magicians	416		
abavurugi	aba	vurugi	LLLLL	n.	2	stirrers	417		
abayaagi	aba	yaagi	LLLLL	n.	2	backbiters	418		
Abayonaani	aba	yonaani	LLLHLL	n.	2	(Ancient) Greeks	419		
abayonjo	aba	yonjo	LLLL	a.	2	clean people	420		(G)
Abayudaaya	aba	yudaaya	LLLHLL	n.	2	Jews	421		
abazaahi	aba	zaahi	LLLLL	n.	2	settlers; exhausted travellers	422		
ba	ebi	ba	L	n.	8	bundles	423		
ebibaare	ebi	baare	LLHLL	n.	8	large stones	424		
ebibaati	ebi	baati	LLLLL	n.	8	tins	425		
ebibabo	ebi	babo	LLHL	n.	8	flashes; burning smells	426		
ebibaiziro	ebi	baiziro	LLLLLL	n.	8	shavings	427		
ebibanda	ebi	banda	LLLL	n.	8	cattle kraals	428		
ebibanda	ebi	banda	LLFL	n.	8	wads of tobacco	429		
ebibandira	ebi	bandira	LLLLL	n.	8	sides of a blade	430		
ebibandiro	ebi	bandiro	LLLLL	n.	8	tracks (of an animal)	431		
ebibanga	ebi	banga	LLLL	n.	8	"sides of a kraal; eka yÕŽbibanga: segmented kraal, i.e., wit"	432		
ebibanja	ebi	banja	LLFL	n.	8	"plots, sites"	433		(G)
ebibaraho	ebi	baraho	LLLHL	n.	8	cloth garments	434		
ebibari	ebi	bari	LLLL	n.	8	pieces of chopped wood	435		
ebibaya	ebi	baya	LLHL	n.	8	stirring sticks; (A) rafts	436		
ebibego	ebi	bego	LLHL	n.	8	sops; food for children or servants	437		
ebibembe	ebi	bembe	LLFL	n.	8	leprosy	438		
ebibengye	ebi	bengye	LLHL	n.	8	large fires	439		
ebibero	ebi	bero	LLLL	n.	8	lap; thighs	440		
ebibi	ebi	bi	LHL	"n.., a.."	8	"sin(s); faults; dirty, bad"	441		
ebibibi	ebi	bibi	LLHL	n.	8	dark patches on the body	442		
ebibibiro	ebi	bibiro	LLHLL	n.	8	seed-baskets	443		
ebibiina	ebi	biina	LLHHL	n.	8	groups; classes	444		(G)
ebibimba	ebi	bimba	LLFL	n.	8	deformed people	445		
ebibingo	ebi	bingo	LLLL	n.	8	reeds of elephant grass when growing	446		
ebibira	ebi	bira	LLLL	n.	8	"woods, forests"	447		
ebibiri	ebi	biri	LLLL	a.	8	(the) two; (the) two hundred	448		
ebibiriiti	ebi	biriiti	LLLLLL	n.	8	boxes of matches	449		
ebibisi	ebi	bisi	LLHL	a.	8	moist; raw	450		
ebibogyeka	ebi	bogyeka	LLLLL	n.	8	crooked things	451		
ebiboho	ebi	boho	LLLL	n.	8	packets	452		
ebibombo	ebi	bombo	LLLL	n.	8	creepers whose roots are used to cure worms; medicine from t	453		
ebibombwe	ebi	bombwe	LLLL	n.	8	creepers whose roots are used to cure worms; medicine fr	454		(K)
ebibonde	ebi	bonde	LLLL	n.	8	kinds of creeper	455		(A)
ebibonw'omwe	ebi	bonw'omwe	LLLHL	n.	8	meteorites	456		
ebibuba	ebi	buba	LLLL	n.	8	millet stubble	457		
ebibuga	ebi	buga	LLHL	n.	8	courtyards; (K) towns	458		
ebibugu	ebi	bugu	LLLL	n.	8	barkcloths	459		
ebibumbe	ebi	bumbe	LLFL	n.	8	moulded things	460		
ebibunda	ebi	bunda	LLFL	n.	8	shadows	461		
ebibungo	ebi	bungo	LLFL	n.	8	"hills, mountains"	462		
ebibungururwa	ebi	bungururwa	LLLLHL	n.	8	woolly caterpillars	463		(A)
ebibunu	ebi	bunu	LLHL	n.	8	bottoms	464		
ebibura	ebi	bura	LLHL	n.	8	rogues	465		
ebiburaburingwa	ebi	buraburingwa	LLLLLHL	n.	8	freaks	466		
ebibuuzo	ebi	buuzo	LLLLL	n.	8	questions	467		
ebibwa	ebi	bwa	LLL	n.	8	spirillum ticks	468		
ebibya	ebi	bya	LLL	n.	8	beer boats	469		
ebibyamo	ebi	byamo	LLFL	n.	8	resting places	470		
ebibyarwa	ebi	byarwa	LHLL	n.	8	plants	471		
ebicoboyo	ebi	coboyo	LLLHL	n.	8	young beans	472		(A)
ebiconco	ebi	conco	LLFL	n.	8	gifts; prizes	473		
ebicoori	ebi	coori	LLHHL	n.	8	maize	474		
ebigango	ebi	gango	LLFL	n.	8	"pavilions, triumphal arches"	475		
ebiganja	ebi	ganja	LLLL	n.	8	palms; paws	476		
ebigano	ebi	gano	LLLL	n.	8	stories	477		
ebigaragwa	ebi	garagwa	LLLHL	n.	8	beaded bracelets	478		
ebigarami	ebi	garami	LHLLL	a.	8	"open, spacious"	479		
ebigigo	ebi	gigo	LLLL	n.	8	molars	480		
ebigiiko	ebi	giiko	LLHLL	n.	8	spoons	481		
ebigirimu	ebi	girimu	LLLLL	v.	8	those which are in it	482		
ebigo	ebi	go	LHL	n.	8	enclosures; forts; towns	483		
ebigogo	ebi	gogo	LLLL	n.	8	banana fibres	484		
ebigoigo	ebi	goigo	LLLLL	n.	8	sisal plants	485		
ebigojo	ebi	gojo	LLHL	n.	8	fat	486		
ebigombe	ebi	gombe	LLHL	n.	8	groups; departments; temporary kraals	487		
ebigorogonjo	ebi	gorogonjo	LLLLLL	n.	8	sea-shells	488		
ebigorogoro	ebi	gorogoro	LLLHLL	n.	8	snail shells; palm-like tall trees with smooth grey stems an	489		
ebigoye	ebi	goye	LLHL	n.	8	nets; fibres made from the stalks of plants	490		
ebigufu	ebi	gufu	LLHL	a.	8	short	491		
ebigungiro	ebi	gungiro	LLLLL	n.	8	salt-licks	492		
ebiguri	ebi	guri	LLHL	n.	8	red-ant hills	493		(K)
ebigurukira	ebi	gurukira	LLLLLL	n.	8	caterpillars	494		
ebigurusi	ebi	gurusi	LLLHL	n.	8	old males 	495	"(e.g., lion)"	
ebigushuka	ebi	gushuka	LHLLL	n.	8	splinters	496		
ebiguuna	ebi	guuna	LLHLL	n.	8	ringworm	497		
ebigwa-ruguru	ebi	gwa-ruguru	LLHLLL	n.	8	idiots	498		
ebigwire	ebi	gwire	LHLL	n.	8	"mistakes, errors"	499		
ebigyene	ebi	gyene	LLHL	i.	8	too much	500		
ebigyere	ebi	gyere	LLLL	n.	8	feet; kugyendesa Žbigyere: walk; kœfa Žbigyere: be barren	501		
ebigyeshera	ebi	gyeshera	LLLLL	n.	8	hair style in lines	502		
ebigyezo	ebi	gyezo	LLLL	n.	8	(RC) examinations; tests	503		
ebihaabwayo	ebi	haabwayo	LLLLLL	n.	8	contributions	504		(A)
ebihaata	ebi	haata	LLHLL	n.	8	disease of calves	505		
ebihaburo	ebi	haburo	LLLLL	n.	8	advice	506		
ebihagaro	ebi	hagaro	LLHLL	n.	8	abominations	507		
ebihagi	ebi	hagi	LLHL	n.	8	presumption	508		
ebihaha	ebi	haha	LLLL	n.	8	lungs	509		
ebihahaara	ebi	hahaara	LLLHHL	n.	8	appetites	510		
ebihama	ebi	hama	LLLL	n.	8	secrets; ekishengye ky'Žbihama: king's council chamber	511		
ebihandagazi	ebi	handagazi	LLHLLL	n.	8	main roads	512		
ebihande	ebi	hande	LLHL	n.	8	food stuck between teeth	513		
ebihandiikirwe	ebi	handiikirwe	LHLLLLL	n.	8	(written) articles	514		
ebihandiikirweho	ebi	handiikirweho	LHLLLLLL	n.	8	"topics, subjects"	515		
ebihandiiko	ebi	handiiko	LLLLLL	n.	8	writings; inscriptions; documents	516		
ebihangirwe	ebi	hangirwe	LHLLL	n.	8	creatures	517		
ebihango	ebi	hango	LLFL	a.	8	"large, fat"	518		
ebihanika	ebi	hanika	LLLLL	n.	8	corpulence	519		
ebihanikiso	ebi	hanikiso	LLLLLL	n.	8	"loop, handle"	520		
ebiharaaturiro	ebi	haraaturiro	LLLLLLLL	n.	8	scratches	521		
ebiharara	ebi	harara	LLLLL	n.	8	large locusts	522		
ebiharuro	ebi	haruro	LLHLL	n.	8	scratches (by an animal)	523		(A)
ebihazo	ebi	hazo	LLHL	n.	8	hide-smoothing tools	524		
ebiheebwayo	ebi	heebwayo	LLLLHL	n.	8	contributions	525		(K)
biiha?	bii	ha	LLL	a.	8	which ones?; na b’’ha: and so on	526		
ebiihiro	ebi	ihiro	LLLLL	n.	8	"holes, quarry"	527		
ebiihuro	ebi	ihuro	LLLLL	n.	8	meals	528		
ebiijutsyo	ebi	ijutsyo	LLLLL	n.	8	reminders; memorials	529		
ebiijwire	ebi	ijwire	LHHLL	a.	8	full	530		
Biikira			HHLL	n.		(RC) the Virgin	531		
ebiina	ebi	ina	LHHL	n.	8	"holes, pits"	532		
ebiinami	ebi	inami	LHHLL	n.	8	groundsel-like plants	533		
ebiine	ebi	ine	LLLL	v.	8	which/they have	534		
ebiino	ebi	ino	LHLL	n.	8	large teeth; eb’“no by'Žnte: young maize	535		
ebiinyina	ebi	inyina	LLLLL	n.	8	pus sacs	536		
ebiiruka	ebi	iruka	LHHLL	n.	8	traffic	537		
ebiirukiro	ebi	irukiro	LHHLLL	n.	8	refuges	538		
ebiishamutuutu	ebi	ishamutuutu	LHHLLLLL	n.	8	coucals; cuckoos	539		
ebiito	ebi	ito	LHLL	n.	8	"weak points; mortal spots; riddles, puzzles"	540		
ebiitururwa	ebi	itururwa	LLLLLL	n.	8	pavilions	541		
ebijaga	ebi	jaga	LLHL	n.	8	chronic syphilis	542		
ebijagaarazi	ebi	jagaarazi	LLLLLLL	n.	8	excited ones	543		
ebijamba	ebi	jamba	LLFL	n.	8	bean leaves	544		
ebijegajegye	ebi	jegajegye	LLLHLL	n.	8	plants with tall spikes of yellow flowers	545		
ebijegye	ebi	jegye	LLHL	n.	8	fungi.	546		
ebijengo	ebi	jengo	LHLL	n.	8	epics	547		(A)
ebijengye	ebi	jengye	LLHL	n.	8	watery porridge	548		
ebijenjegyere	ebi	jenjegyere	LLLLLL	n.	8	black birds with a red spot on their backs	549		
ebijoga	ebi	joga	LLLL	n.	8	large earthenware pots; barrels	550		
ebiju	ebi	ju	LLL	n.	8	ebiju bya reerwe: railway carriages	551		
ebijugo	ebi	jugo	LLHL	n.	8	penholders	552		
ebijuju	ebi	juju	LLHL	n.	8	tsetse flies	553		
ebijujuka	ebi	jujuka	LLLLL	n.	8	odour of animals	554		
ebijuma	ebi	juma	LLLL	n.	8	fruit; seeds	555		
ebijumbura	ebi	jumbura	LLLLL	n.	8	large trees with stinging leaves	556		
ebijumo	ebi	jumo	LLHL	n.	8	abuse	557		
ebijunde	ebi	junde	LLHL	n.	8	bad smells	558		
ebijunja	ebi	junja	LLLL	n.	8	fringes	559		
ebijunjuma	ebi	junjuma	LLLHL	n.	8	kinds of mushroom	560		
ebijunjuure	ebi	junjuure	LLLHLL	n.	8	carpenter bees	561		
ebijwangye	ebi	jwangye	LLFL	n.	8	mixture	562		
ebijwaro	ebi	jwaro	LLFL	n.	8	"clothes, clothing"	563		
ebijwengye	ebi	jwengye	LLLL	n.	8	fringe of thick hair	564		
ebika	ebi	ka	LHL	n.	8	deserted houses	565		
ebikaaka	ebi	kaaka	LLLLL	n.	8	giants; strong men	566		
ebikaari	ebi	kaari	LLLLL	n.	8	enclosures of a king or chief; urinals	567		
*ebikabira	ebi	kabira	LLLHL	n.	8	"stupid, useless ones"	568		
ebikabire	ebi	kabire	LHLLL	a.	8	"exhausted, dead "	569	"(e.g., animals)"	
ebikaca	ebi	kaca	LLLL	n.	8	cowpox; (K) smallpox	570		
ebikagato	ebi	kagato	LLHLL	n.	8	millet in the jointed stage	571		
ebikaiga	ebi	kaiga	LLLLL	n.	8	young beans	572		
ebikaikuru	ebi	kaikuru	LLHHLL	a.	8	old female (animals)	573		
ebikaka	ebi	kaka	LLHL	n.	8	fools	574		
ebikamba	ebi	kamba	LHLL	n.	8	creepers	575		
ebikorogoto	ebi	korogoto	LLLLLL	n.	8	dry papyrus; potstirrers	576		
ebikororo	ebi	kororo	LLHLL	n.	8	sputum	577		
ebikorwa	ebi	korwa	LHLL	n.	8	"events; ceremonies; activities, deeds; foreign soldiers enli"	578		
ebiku	ebi	ku	LHL	n.	8	perfume plants	579		(K)
ebikubyo	ebi	kubyo	LLHL	n.	8	nicknames; titles	580		
ebikuku	ebi	kuku	LLHL	n.	8	heaps of weeds; smouldering bonfires	581		
ebikumba	ebi	kumba	LLLL	n.	8	ears of millet	582		
"ebikumi, ebikumi"	ebi	"kumi, ebikumi"	LLLLLLHL	n.   n.	8	hundreds	583		
ebikumu	ebi	kumu	LLHL	n.	8	thumbs	584		
ebikungu	ebi	kungu	LLHL	n.	8	anthills; embankments	585		
ebikunkuri	ebi	kunkuri	LLLLL	n.	8	stumps of limbs	586		
ebikuru	ebi	kuru	LLHL	a.	8	important; old	587		
ebikuruma	ebi	kuruma	LLHLL	n.	8	spleens	588		(K)
ebikurumo	ebi	kurumo	LLHLL	n.	8	spleens	589		(A)
ebikurumururo	ebi	kurumururo	LLLLLLL	n.	8	"tracks, ruts"	590		
ebikururiro	ebi	kururiro	LLHLLL	n.	8	tracks	591		
ebikuubiso	ebi	kuubiso	LLLLLL	n.	8	toothbrushes	592		(K)
ebikuubo	ebi	kuubo	LLLLL	n.	8	stones for washing	593		
ebikuzire	ebi	kuzire	LHLLL	a.	8	full-grown 	594	"(e.g., animals)"	
ebikwato	ebi	kwato	LLFL	n.	8	valuables	595		
ebikwatsi	ebi	kwatsi	LLFL	n.	8	safety pins; (A) thorns of a wild plant	596		
ebikwatwa	ebi	kwatwa	LLFL	n.	8	furniture	597		
ebikwemba	ebi	kwemba	LLLL	n.	8	cloth squares worn by women round head	598		(A)
ebikye	ebi	kye	LHL	a.	8	small; few; a few	599		
ebikyere	ebi	kyere	LLHL	n.	8	toads; frogs	600		
ebimaasho	ebi	maasho	LLLLL	n.	8	targets	601		
ebimaatiizi	ebi	maatiizi	LLLLLLL	n.	8	waddlers	602		
ebimamuki	ebi	mamuki	LLHLL	n.	8	indecent women	603		
ebimariro	ebi	mariro	LLLLL	n.	8	ends 	604	"(e.g., of a field)"	
ebimasha	ebi	masha	LLLL	n.	8	young bulls	605		
ebimbuura	ebi	mbuura	LLLLL	n.	8	crowds	606		(K)
ebimbuuru	ebi	mbuuru	LLLLL	n.	8	crowds	607		(A)
ebimera	ebi	mera	LHLL	n.	8	plants	608		
ebimere	ebi	mere	LLLL	n.	8	hairy cows	609		(A)
ebimereezi	ebi	mereezi	LLLHLL	n.	8	prematurely grey hair	610		
ebimezire	ebi	mezire	LHLLL	n.	8	crops	611		
ebimira	ebi	mira	LLLL	n.	8	mucus	612		
ebimuga	ebi	muga	LLHL	n.	8	those crippled as a result of illness	613		
ebimunyu	ebi	munyu	LLLL	n.	8	large sugar-ants	614		
ebimuri	ebi	muri	LLLL	n.	8	torches; (G) flowers	615		
ebimwe	ebi	mwe	LHL	a.	8	"some, a few"	616		
ebimweija	ebi	mweija	LLHLL	a.	8	the others (of two groups)	617		
ebina	ebi	na	LHL	a.	8	(the) four; (the) four hundred	618		
ebinaabiro	ebi	naabiro	LLLLLL	n.	8	bathrooms	619		
ebinagiro	ebi	nagiro	LLHLL	n.	8	rubbish-heaps	620		
ebindi	ebi	ndi	LFL	a.	8	"others, some"	621		
ebindiho	ebi	ndiho	LLLL	a.	8	some others	622		
ebine	ebi	ne	LLL	n.	8	livers	623		(A)
ebinena	ebi	nena	LLLL	n.	8	kinds of leopard	624		
*bingahe?	bi	ngahe	LHL	a.	8	how many?	625		(K)
*bingahi?	bi	ngahi	LHL	a.	8	how many?	626		
ebingi	eb	ingi	LFL	a.	8	many (things)	627		
*bingiho	bi	ngiho	HHL	a.	8	several (things)	628		
ebiraatwa	ebi	raatwa	LLHLL	n.	8	footwear	629		
ebirabuko	ebi	rabuko	LLHLL	n.	8	presents for a special occasion	630		
ebirabyo	ebi	rabyo	LLHL	n.	8	flowers; blossoms	631		
ebiragaano	ebi	ragaano	LLLLLL	n.	8	agreements	632		
ebiragiro	ebi	ragiro	LLLLL	n.	8	"orders, commandments, rules"	633		
ebirago	ebi	rago	LLLL	n.	8	"carpets, mats"	634		
birahe?	bi	rahe	LLL	v.	8	where are they?	635		(K)
birahi?	bi	rahi	LLL	v.	8	where are they?	636		
ebirahiro	ebi	rahiro	LLLLL	n.	8	oaths; cattle songs	637		
ebirahuri	ebi	rahuri	LLLHL	n.	8	tumblers; lamp-glasses	638		
ebiraingwa	ebi	raingwa	LLHHL	a.	8	long; tall	639		
ebirambi	ebi	rambi	LLHL	n.	8	bed-heads	640		
ebiramutsyo	ebi	ramutsyo	LLLLL	n.	8	small gifts	641		
ebiranda	ebi	randa	LHLL	n.	8	creeping plants	642		
ebirangi	ebi	rangi	LLHL	n.	8	coloured pencils	643		
ebirangiriro	ebi	rangiriro	LLLLLL	n.	8	announcements	644		
ebirango	ebi	rango	LLLL	n.	8	proclamations	645		(A)
ebirare	ebi	rare	LLHL	n.	8	wild people	646		
ebirari	ebi	rari	LLHL	n.	8	trails	647		
ebirasho	ebi	rasho	LLLL	n.	8	arrows	648		
ebireego	ebi	reego	LLLLL	n.	8	taut strings	649		
ebireere	ebi	reere	LLLLL	n.	8	banana fibres	650		
ebireeta	ebi	reeta	LHLLL	n.	8	causes	651		
ebirego	ebi	rego	LLHL	n.	8	accusations	652		(A)
ebireju	ebi	reju	LLLL	n.	8	"beard, moustache"	653		
ebirema	ebi	rema	LLLL	n.	8	wire anklets	654		
ebirema	ebi	rema	LLHL	n.	8	cripples	655		
ebiremu	ebi	remu	LLLL	n.	8	"patches, pieces of cloth; Colobus monkeys"	656		
ebirenda	ebi	renda	LHLL	n.	8	gummy substances	657		
ebirenga	ebi	renga	LLFL	n.	8	"slow, dull people"	658		
ebirengye	ebi	rengye	LLLL	n.	8	hooves; bottom part of something	659		
ebirengyeso	ebi	rengyeso	LLLLL	n.	8	standards	660		
ebirere	ebi	rere	LLHL	n.	8	milk-gourds	661		
ebireruzo	ebi	reruzo	LLHLL	n.	8	skimming spoons	662		
ebirezi	ebi	rezi	LLLL	n.	8	eye-secretion	663		
ebiri	ebi	ri	LLL	v.	8	which/they are	664		
ebiri	ebi	ri	LHL	n.	8	internal pains	665		
biri	bi	ri	HL	a.	8	those over there	666		(N)
biri			HL	i.		practically; merely; just; well...	667		
ebiribatiro	ebi	ribatiro	LLLLLL	n.	8	footprints	668		
ebiriho	ebi	riho	LLLL	v.	8	which/they are here	669		
ebiriibwa	ebi	riibwa	LHLLL	n.	8	eatables	670		
ebiriibwa	ebi	riibwa	LLHLL	n.	8	cassava	671		(A)
ebiriibwa-ruganda	ebi	riibwa-ruganda	LLHHLLLL	n.	8	cassava	672		
ebiriira	ebi	riira	LLLLL	n.	8	remains	673		
ebiriia-nda	ebi	riia-nda	LLHHLL	n.	8	gluttons	674		
ebiriiririzi	ebi	riiririzi	LLHHLLL	n.	8	gluttons	675		
ebiriku	ebi	riku	LLLL	n.	8	roots of a yam called omub’mbiri	676		(K)
ebirikubira	ebiri ku	bira	LLHLLL	a.	8	boiling	677		
ebirikufuka	ebi	rikufuka	LLHLLL	a.	8	cold	678		
ebirikumiza	ebi	rikumiza	LLHLLL	a.	8	deep	679		
ebirikusinza	ebi	rikusinza	LLHLFL	n.	8	intoxicants	680		
ebirikutagata	ebi	rikutagata	LLHLLLL	a.	8	warm	681		
ebirikutukura	ebi	rikutukura	LLHLLLL	a.	8	red	682		
ebirikwera	ebi	rikwera	LLLFL	a.	8	white	683		
ebirikwiragura	ebi	rikwiragura	LLLHLLL	a.	8	black	684		
ebishanje	ebi	shanje	LLFL	n.	8	bananas ordered by a chief	685		
ebishanku	ebi	shanku	LLHL	n.	8	dry cowdung	686		
ebishansha	ebi	shansha	LLLL	n.	8	wrappings of banana leaves	687		
ebishansha	ebi	shansha	LLFL	n.	8	large intestines	688		
ebishanshara	ebi	shanshara	LLHLL	n.	8	honeycombs	689		
ebisharagaate	ebi	sharagaate	LLLLHLL	n.	8	fences round houses	690		
ebisharara	ebi	sharara	LLHLL	n.	8	swamps	691		
ebishare	ebi	share	LLHL	n.	8	"subscriptions, contributions; large pieces of meat; wide-mou"	692		
ebishate	ebi	shate	LLLL	n.	8	wood chips	693		
ebishatu	ebi	shatu	LLLL	a.	8	(the) three (things); three hundred	694		
ebishebe	ebi	shebe	LLLL	n.	8	open wounds	695		
ebisheenyi	ebi	sheenyi	LLHLL	n.	8	sandbanks	696		
ebishego	ebi	shego	LLHL	n.	8	pillows	697		
ebishegyeshu	ebi	shegyeshu	LLLLL	n.	8	blood-clots	698		
ebishekashekye	ebi	shekashekye	LLLHLL	n.	8	kinds of plant with white flowers and large leaves	699		
ebishekye	ebi	shekye	LLHL	n.	8	pipe-stems; tubes; straws	700		
ebishembo	ebi	shembo	LLLL	n.	8	bandages	701		
ebishenda-bagyenyi	ebi	shenda-bagyenyi	LLHLLLL	n.	8	cheekbones	702		
ebishengye	ebi	shengye	LLLL	n.	8	rooms	703		
ebishenshero	ebi	shenshero	LLHLL	n.	8	postern gates	704		
ebisherebanganyi	ebi	sherebanganyi	LLLLLHL	n.	8	lizards	705		(K)
ebishiisha	ebi	shiisha	LLHLL	n.	8	near-ripe millet; papyrus pith	706		
ebishogashoga	ebi	shogashoga	LLLHLL	n.	8	castor oil plants	707		
ebishogorera	ebi	shogorera	LLLHLL	n.	8	bean leaves	708		(K)
ebishoha	ebi	shoha	LLLL	n.	8	kingfishers	709		(K)
ebishohorore	ebi	shohorore	LLLHLL	n.	8	empty honeycombs	710		
ebishokonkoro	ebi	shokonkoro	LLLLLL	n.	8	thorny adhesive plants	711		(K)
ebishokooro	ebi	shokooro	LLHLLL	n.	8	bean leaves	712		(A)
ebishore	ebi	shore	LLHL	n.	8	puppies	713		
ebishorobwa	ebi	shorobwa	LLLHL	n.	8	grubs found in cowdung or thatch	714		
ebishorogoto	ebi	shorogoto	LLHLLL	n.	8	empty shells; dog's bowls	715		
ebishoroshoro	ebi	shoroshoro	LLLHLL	n.	8	hollow navels	716		
ebishoshonkoro	ebi	shoshonkoro	LLLLLL	n.	8	"empty cases, shells"	717		
ebishu	ebi	shu	LLL	n.	8	round huts	718		
ebishuba	ebi	shuba	LLHL	n.	8	lies	719		
ebishugi	ebi	shugi	LLHL	n.	8	jungles; patches of unburnt grass	720		
ebishugwitu	ebi	shugwitu	LLLLL	n.	8	cheeks near the ear	721		(A)
ebishugwitwa	ebi	shugwitwa	LLLLL	n.	8	cheeks near the ear	722		(K)
"ebishumuruzo, ebishumuruzo"	ebi	"shumuruzo, ebishumuruzo"	LLLLLLLLHLLL	n.	8	keys	723		(G)
ebishunguzo	ebi	shunguzo	LLLLL	n.	8	sieves	724		
ebishunju	ebi	shunju	LLHL	n.	8	cocks' combs	725		
ebishuri	ebi	shuri	LLLL	n.	8	temporary handles	726	"(e.g., of fibre)"	
ebishurugutu	ebi	shurugutu	LLHLLL	n.	8	ear wax	727		
ebitakuri	ebi	takuri	LLLLL	n.	8	potatoes	728		
ebitambaara	ebi	tambaara	LLLHLL	n.	8	dusters; towels	729		
ebitambira	ebi	tambira	LLLLL	n.	8	dirty marks	730		(A)
ebitambo	ebi	tambo	LLFL	n.	8	sacrifices	731		
ebitanda	ebi	tanda	LLFL	n.	8	beds	732		(G)
ebitangaazo	ebi	tangaazo	LLLLLL	n.	8	telescopes; microscopes	733		
ebitara	ebi	tara	LLHL	n.	8	granaries	734		
ebitari	ebi	tari	LLHL	v.	8	which/they are not	735		
ebitariko	ebi	tariko	LLHLL	n.	8	young maize or millet	736		
ebitarikubarwa	ebi	tarikubarwa	LLLHLLL	a.	8	countless	737		
ebitaro	ebi	taro	LLLL	n.	8	baskets	738		
ebiteba	ebi	teba	LLLL	n.	8	clay water-pots	739		
ebitebe	ebi	tebe	LLHL	n.	8	chairs; stools; thrones	740		
ebitebyo	ebi	tebyo	LLLL	n.	8	tales	741		
ebiteega	ebi	teega	LLLLL	n.	8	knee tendons; heel tendons	742		
ebiteekateeko	ebi	teekateeko	LLHHLLLL	n.	8	thoughts; ideas; suggestions	743		
ebiteekire	ebi	teekire	LHLLLL	a.	8	boiled	744		
ebiteeko	ebi	teeko	LLHLL	n.	8	nets for holding milkpots	745		
ebiteekyerezo	ebi	teekyerezo	LLHHLLL	n.	8	tales	746		
ebiteera	ebi	teera	LLHLL	n.	8	"apes, chimpanzees"	747		
ebiteera-njogyera	ebi	teera-njogyera	LLHHLLLL	n.	8	toddlers	748		(A)
ebiteera-nkumba	ebi	teera-nkumba	LLHHLLL	n.	8	sparrows	749		
ebiteererero	ebi	teererero	LLHHLLL	n.	8	sides of a plot where the weeds are thrown	750		
ebiteero	ebi	teero	LLHLL	n.	8	backbones	751		
ebiteete	ebi	teete	LLHLL	n.	8	lemon grass	752		
ebiteetei	ebi	teetei	LLLLHL	n.	8	dresses	753		
ebitega	ebi	tega	LLHL	n.	8	bead necklaces; shallow holes; half-measures of liquid	754		
ebitekyere	ebi	tekyere	LLLLL	n.	8	edible arum	755		
ebitema-mushanju	ebi	tema-mushanju	LLLLLFL	n.	8	field-rats	756		
ebitembe	ebi	tembe	LLLL	n.	8	wild banana-trees and their seeds; speckled hens	757		
ebitembezo	ebi	tembezo	LLLLL	n.	8	ladders	758		
ebiteme	ebi	teme	LLLL	n.	8	clearings	759		
ebitendeere	ebi	tendeere	LLLHLL	n.	8	"large, short-necked gourds"	760		
ebitenga	ebi	tenga	LLFL	n.	8	large baskets	761		
ebitengo	ebi	tengo	LLLL	n.	8	rigors	762		
ebitenteberera	ebi	tenteberera	LLLLLLL	n.	8	small brown birds with longish tails	763		(A)
ebitentera	ebi	tentera	LLLHL	n.	8	young grasshoppers	764		
ebitere	ebi	tere	LLLL	n.	8	old potatoes	765		
ebiteta	ebi	teta	LLLL	n.	8	dumb people	766		
